id	src_audio	src_text	tgt_audio	tgt_text	tgt_units
	/Users/hayubin/EchoStream/data/units/iv_k_018_085_161_0589_en.npy				
20041	wavs/train/iv_k_018_085_177_0651.wav	다이아몬드가 빛을 내는 거 잖아요. 이제서야	wavs/train/iv_k_018_085_177_0651_en.wav	You are the diamond that shines. Now.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_085_177_0651_en.npy				
20050	wavs/train/iv_k_018_085_182_0666.wav	그리고 이 전에 미스트롯이 너무 잘 되다 보니까.	wavs/train/iv_k_018_085_182_0666_en.wav	And before then, Miss Trot was doing so well.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_085_182_0666_en.npy				
20149	wavs/train/iv_k_018_085_224_0819.wav	오늘도 이 자리에서 아버지를 추모하는 마음으로 또 애도하는 마음으로	wavs/train/iv_k_018_085_224_0819_en.wav	Today, you are here in remembrance of your father and with a heart of mourning.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_085_224_0819_en.npy				
20230	wavs/train/iv_k_018_086_007_0034.wav	너무 좋으세요. 지금	wavs/train/iv_k_018_086_007_0034_en.wav	You look so good now.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_007_0034_en.npy				
20241	wavs/train/iv_k_018_086_009_0052.wav	이렇게 코미디 할 줄 알았으면 더 재미있게 다닐걸 그랬어요.	wavs/train/iv_k_018_086_009_0052_en.wav	If I knew I was going to do comedy like this, I should have made it more fun.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_009_0052_en.npy				
20267	wavs/train/iv_k_018_086_015_0094.wav	만으로 이 년 차에 이렇게 대상을 노린다는 것 자체가	wavs/train/iv_k_018_086_015_0094_en.wav	The fact that we're aiming for the grand prize in this year.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_015_0094_en.npy				
20295	wavs/train/iv_k_018_086_019_0138.wav	그래도 너를 처음 예능 발굴한 게 이런 느낌,	wavs/train/iv_k_018_086_019_0138_en.wav	But it's like I found you first the first time for this show.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_019_0138_en.npy				
20306	wavs/train/iv_k_018_086_021_0156.wav	이게 될까요? 이게 좀 부끄럽지만	wavs/train/iv_k_018_086_021_0156_en.wav	Can I do this? I'm a bit embarrassed.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_021_0156_en.npy				
20350	wavs/train/iv_k_018_086_029_0227.wav	접팔게. 어 손님 어디 갔어?	wavs/train/iv_k_018_086_029_0227_en.wav	Jeopalgae. Where's the customer?	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_029_0227_en.npy				
20356	wavs/train/iv_k_018_086_029_0238.wav	그 소리의 울림이	wavs/train/iv_k_018_086_029_0238_en.wav	The tone of that sound.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_029_0238_en.npy				
20364	wavs/train/iv_k_018_086_031_0254.wav	안 했던 것 같은데요.	wavs/train/iv_k_018_086_031_0254_en.wav	It didn't cross my mind.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_031_0254_en.npy				
20433	wavs/train/iv_k_018_086_037_0375.wav	그게 약간 다르게 비춰서 그녀는 거절로 안 거예요.	wavs/train/iv_k_018_086_037_0375_en.wav	She thought it was a no because it looked a little different to her.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_037_0375_en.npy				
20458	wavs/train/iv_k_018_086_040_0415.wav	애가 정말 그렇게 말하나요? 목소리가 주현 선생님 같으세요?	wavs/train/iv_k_018_086_040_0415_en.wav	Does he really talk like that? Your voice sound like Joohyun.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_040_0415_en.npy				
20506	wavs/train/iv_k_018_086_045_0494.wav	그러니까 다 잘 될 것 같아	wavs/train/iv_k_018_086_045_0494_en.wav	I know. I think everything will go well.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_045_0494_en.npy				
20510	wavs/train/iv_k_018_086_046_0503.wav	앞서 숙이 누나 숙이 누나 하셨지만	wavs/train/iv_k_018_086_046_0503_en.wav	"You said ""Sook"" earlier."	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_046_0503_en.npy				
20535	wavs/train/iv_k_018_086_048_0544.wav	개인적으로는. 싹 부탁을 드렸는데 연락처를 어떻게 알아서	wavs/train/iv_k_018_086_048_0544_en.wav	Personally. I asked for it, but I somehow found out his phone number.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_048_0544_en.npy				
20613	wavs/train/iv_k_018_086_057_0662.wav	불편한 질문이	wavs/train/iv_k_018_086_057_0662_en.wav	An uncomfortable question.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_057_0662_en.npy				
20632	wavs/train/iv_k_018_086_058_0692.wav	그렇게 먹으면 안 돼요. 그런데	wavs/train/iv_k_018_086_058_0692_en.wav	You can't eat like that. By the way.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_058_0692_en.npy				
20636	wavs/train/iv_k_018_086_058_0698.wav	아닙니다.	wavs/train/iv_k_018_086_058_0698_en.wav	No.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_058_0698_en.npy				
20652	wavs/train/iv_k_018_086_061_0732.wav	지금보다 더 해야 돼. 더	wavs/train/iv_k_018_086_061_0732_en.wav	I have to do it more than now. More.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_061_0732_en.npy				
20676	wavs/train/iv_k_018_086_063_0767.wav	얼마 전에 한 다큐 영화가 개봉을 했는데	wavs/train/iv_k_018_086_063_0767_en.wav	A documentary movie was released recently.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_063_0767_en.npy				
20756	wavs/train/iv_k_018_086_077_0887.wav	그 아침 여덟 시에 공장에 들어가서	wavs/train/iv_k_018_086_077_0887_en.wav	I went to the factory at 8 in the morning.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_077_0887_en.npy				
20763	wavs/train/iv_k_018_086_078_0897.wav	이 나이에 그런 일을 하셨어야 했으면	wavs/train/iv_k_018_086_078_0897_en.wav	If you had to do that kind of work at that age.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_078_0897_en.npy				
20768	wavs/train/iv_k_018_086_078_0906.wav	그 말을 믿고 평화시장에 들어가게 됐어요.	wavs/train/iv_k_018_086_078_0906_en.wav	I believed that and entered the Peace Market.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_078_0906_en.npy				
20788	wavs/train/iv_k_018_086_080_0935.wav	남아선호 먼저야. 남자 먼저	wavs/train/iv_k_018_086_080_0935_en.wav	They preferred sons. Men first.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_080_0935_en.npy				
20832	wavs/train/iv_k_018_086_087_0999.wav	그러니까 미경이는 용기 있어서	wavs/train/iv_k_018_086_087_0999_en.wav	Mi-kyung was brave.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_087_0999_en.npy				
20904	wavs/train/iv_k_018_086_097_1107.wav	옹정역이 제가 남원이거든요.	wavs/train/iv_k_018_086_097_1107_en.wav	There was Ongjeong station. I'm from Namwon.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_097_1107_en.npy				
20934	wavs/train/iv_k_018_086_101_1147.wav	배움에 대한 열망이 간절하셨겠네요?	wavs/train/iv_k_018_086_101_1147_en.wav	You must have been eager to learn.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_101_1147_en.npy				
20961	wavs/train/iv_k_018_086_105_1189.wav	직접 경험하신 분들은 얼마나 답답하실까 싶기도 해요.	wavs/train/iv_k_018_086_105_1189_en.wav	I wonder how frustrating it must have been for those who experienced it.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_105_1189_en.npy				
21020	wavs/train/iv_k_018_086_120_1275.wav	이 시대의 모든 어머니들 또 이 시대의 모든 누님들	wavs/train/iv_k_018_086_120_1275_en.wav	All the mothers of this generation, all the sisters of this generation.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_120_1275_en.npy				
21023	wavs/train/iv_k_018_086_121_1282.wav	도전 꿈의 무대는 삼 승에 도전하는	wavs/train/iv_k_018_086_121_1282_en.wav	The stage of the dream of the challenge, challenging for a third win.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_086_121_1282_en.npy				
21070	wavs/train/iv_k_018_091_023_0067.wav	원래 겨울에는 잘 안 들어가셨는데, 이제는 많은 분들이.	wavs/train/iv_k_018_091_023_0067_en.wav	Originally, people rarely went there in winter, but now a lot of people go.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_091_023_0067_en.npy				
21115	wavs/train/iv_k_018_091_049_0132.wav	희극인으로 따지면 두 분 선후배 관계는 어떻게 되세요?	wavs/train/iv_k_018_091_049_0132_en.wav	How is the relationship between the two of you as comedians?	
	/Users/hayubin/EchoStream/data/units/iv_k_018_091_049_0132_en.npy				
21127	wavs/train/iv_k_018_091_057_0153.wav	케이비에스 젊음의 행진이라는 프로에서, 젊음의 행진에 이제 딱 나가게 된 거예요.	wavs/train/iv_k_018_091_057_0153_en.wav	"I was on stage in a program called the KBS ""March of Youth.""."	
	/Users/hayubin/EchoStream/data/units/iv_k_018_091_057_0153_en.npy				
21211	wavs/train/iv_k_018_091_105_0273.wav	안 가는 거예요. 아무리 저어도 막 안 가는 거야. 그래서 도저히 어떻게 해요?	wavs/train/iv_k_018_091_105_0273_en.wav	But it didn't move. No matter how much we rowed, it didn't go. So what should have we done?	
	/Users/hayubin/EchoStream/data/units/iv_k_018_091_105_0273_en.npy				
21273	wavs/train/iv_k_018_091_134_0361.wav	디자이너 김리을 씨 박수로 모시겠습니다.	wavs/train/iv_k_018_091_134_0361_en.wav	Let's welcome designer Kim Li-eul with a round of applause.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_091_134_0361_en.npy				
21289	wavs/train/iv_k_018_091_141_0390.wav	그리고 옷고름, 동정 뭐 이런 게 있어야 한복 아니에요?	wavs/train/iv_k_018_091_141_0390_en.wav	Shouldn't a Hanbok have a coat string and a collar?	
	/Users/hayubin/EchoStream/data/units/iv_k_018_091_141_0390_en.npy				
21332	wavs/train/iv_k_018_091_158_0458.wav	김리을 씨는 본인 주장은 한복 디자이너가 아니에요.	wavs/train/iv_k_018_091_158_0458_en.wav	Mr. Kim Ri-eul claims that he is not a Hanbok designer.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_091_158_0458_en.npy				
21338	wavs/train/iv_k_018_091_159_0467.wav	어떤 질문인지 하나 씩 살펴보겠습니다. 첫 번째 질문입니다.	wavs/train/iv_k_018_091_159_0467_en.wav	Let's take a look at each of these questions at a time. Here's the first question.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_091_159_0467_en.npy				
21374	wavs/train/iv_k_018_091_169_0517.wav	아까 소개해주실 때 문화기획자라고 소개해 주셨었는데	wavs/train/iv_k_018_091_169_0517_en.wav	When you introduced me earlier, you introduced me as a cultural planner.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_091_169_0517_en.npy				
21379	wavs/train/iv_k_018_091_170_0522.wav	근데 그럼 리을이 본명이에요?	wavs/train/iv_k_018_091_170_0522_en.wav	Then, is Ri-eul your real name?	
	/Users/hayubin/EchoStream/data/units/iv_k_018_091_170_0522_en.npy				
21442	wavs/train/iv_k_018_092_002_0007.wav	네. 오늘도 아침마당 생방송으로 진행하는 동안 티벗의 댓글창 열어놓겠습니다.	wavs/train/iv_k_018_092_002_0007_en.wav	Yes, I'll open the comments section of T-Bot during this morning's live.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_092_002_0007_en.npy				
21495	wavs/train/iv_k_018_092_019_0087.wav	그리고 애들입과 그걸 볼 때, 정말 우리 코메디언 개그맨들이 굉장히 훌륭한 거예요.	wavs/train/iv_k_018_092_019_0087_en.wav	And when you look at each other, comedians are really amazing.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_092_019_0087_en.npy				
21579	wavs/train/iv_k_018_092_044_0222.wav	제가 한 오 년 전에 그 분을 찾아서 너무 감사하다고 식사 대접을 했는데 얼마 전에 돌아가셨어요.	wavs/train/iv_k_018_092_044_0222_en.wav	I visited him about five years ago and treated him with a meal, but he passed away a while ago.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_092_044_0222_en.npy				
21656	wavs/train/iv_k_018_092_071_0349.wav	앞으로 더 활기찬 모습 많이 보여 주시고요, 저희는 사랑의 꽈배기 열심히 볼게요.	wavs/train/iv_k_018_092_071_0349_en.wav	"Please show us a lot more energy. We'll work hard on ""Love Twist""."	
	/Users/hayubin/EchoStream/data/units/iv_k_018_092_071_0349_en.npy				
21743	wavs/train/iv_k_018_092_102_0491.wav	그래서 이제 스스로 뭔가 생각의 결론 속에서 성격을 바꿔야 되겠다	wavs/train/iv_k_018_092_102_0491_en.wav	So, I thought that I should change my personality in the conclusion of my thoughts.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_092_102_0491_en.npy				
21789	wavs/train/iv_k_018_092_118_0570.wav	좀 약간 저희 한국도 이렇게 건강 같은 걸 많이 따, 따지니까 저염, 약간 덜 간이 세고, 이런 것들이 좀 제일 좋은 거지 않나 생각해요.	wavs/train/iv_k_018_092_118_0570_en.wav	I think it's because Korea cares about health a lot so they use low-salt and low-spice.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_092_118_0570_en.npy				
21805	wavs/train/iv_k_018_092_124_0598.wav	우리가 그런 메뉴들은 한국의 중요리들은 사실 건강 음식들이 되게 많습니다.	wavs/train/iv_k_018_092_124_0598_en.wav	There are a lot of healthy foods in Korea that we have in Korea.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_092_124_0598_en.npy				
21835	wavs/train/iv_k_018_092_136_0648.wav	오늘도 도움주신 분들 깊은 감사 드립니다.	wavs/train/iv_k_018_092_136_0648_en.wav	Thank you so much for helping us today.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_092_136_0648_en.npy				
21837	wavs/train/iv_k_018_092_137_0650.wav	천구백팔 년에 참정권, 또 근로 여건 개선을 요구했던 미국 여성 노동자들의 시위를 기리는 의미에서 사십오 년 전에 유엔이 제정한 날인데요.	wavs/train/iv_k_018_092_137_0650_en.wav	It was established 45 years ago by the United Nations in honor of protests by American female workers who demanded suffrage and improved working conditions in 1918.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_092_137_0650_en.npy				
21870	wavs/train/iv_k_018_094_010_0050.wav	사실 저희가 처음에 유럽에서 도시락을 파는 분이라고 소개를 해 드렸는데 아니, 도시락 팔아서 어떻게 이렇게 부자가 돼?	wavs/train/iv_k_018_094_010_0050_en.wav	Actually, we introduced you as a person who sells lunch boxes in Europe at first. How can you become so rich by selling lunch boxes?	
	/Users/hayubin/EchoStream/data/units/iv_k_018_094_010_0050_en.npy				
21894	wavs/train/iv_k_018_094_017_0086.wav	그래서 저는 이제 서울로 가자. 그렇게 결단하고	wavs/train/iv_k_018_094_017_0086_en.wav	So I'm going to Seoul now. I made that decision.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_094_017_0086_en.npy				
21982	wavs/train/iv_k_018_094_039_0216.wav	제가 한 삼십 오 년 정도 됐거든요. 외국에서 그래서 살게 된 게. 그랬는데 언어가 어, 어, 너, 지금도 어눌하지만 그때 또 더 어눌한 거예요.	wavs/train/iv_k_018_094_039_0216_en.wav	It's been about 35 years. That's how I ended up living abroad. But the language is, it's still weak though, but it was even weaker back then.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_094_039_0216_en.npy				
21986	wavs/train/iv_k_018_094_040_0222.wav	아이고야. 친구와의 동업 실패로 십억 빚더미에 올라앉게 됩니다.	wavs/train/iv_k_018_094_040_0222_en.wav	Oops. You got bogged down in debt a billion dollars because of the failure of business with your friend.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_094_040_0222_en.npy				
22004	wavs/train/iv_k_018_094_046_0253.wav	제가 정말 이, 이걸로 성공을 해봐야 되겠다 라는 마음이 있어서 진짜 열심히 했지만 잘 안 되길래	wavs/train/iv_k_018_094_046_0253_en.wav	I really wanted to be successful with this, so I worked really hard, but it didn’t work out.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_094_046_0253_en.npy				
22034	wavs/train/iv_k_018_094_058_0303.wav	네. 그래서 내가 그날 아 이렇게 죽으면 안 되겠다.	wavs/train/iv_k_018_094_058_0303_en.wav	Yes. So that day, I thought I shouldn't die like this.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_094_058_0303_en.npy				
22041	wavs/train/iv_k_018_094_060_0314.wav	세 번째 원칙은 내가 좀 잘 하는 거.	wavs/train/iv_k_018_094_060_0314_en.wav	The third rule is what I'm good at.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_094_060_0314_en.npy				
22139	wavs/train/iv_k_018_094_096_0466.wav	지금부터 이십 이천이십 칠 년까지 얼마를 벌 거야 라고 구체적인 기간을 설정 하셔야 돼요.	wavs/train/iv_k_018_094_096_0466_en.wav	You have to set a specific period of time from now until 2027 to say how much you're going to earn.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_094_096_0466_en.npy				
22181	wavs/train/iv_k_018_094_110_0526.wav	그러니까 여러분이 오늘 자동차 한 대 살 거, 한 대 스포츠카를 딱 샀어, 내가 종잣돈을 써 버린 거죠.	wavs/train/iv_k_018_094_110_0526_en.wav	So you're going to buy a car today, you just bought a sports car, and I've wasted my saving money.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_094_110_0526_en.npy				
22194	wavs/train/iv_k_018_094_116_0552.wav	아니, 자꾸 찌질하다, 찌질하다 이런 표현을 쓰셨는데 아마 과거 인생과 비유해서 말씀하시는 거 같애요.	wavs/train/iv_k_018_094_116_0552_en.wav	"You used the expression ""loser"" but I think you're comparing it to your past life."	
	/Users/hayubin/EchoStream/data/units/iv_k_018_094_116_0552_en.npy				
22198	wavs/train/iv_k_018_094_118_0560.wav	네. 내일 도전 꿈의 무대에서는 봄맞이 신춘음악회로 함께하겠습니다.	wavs/train/iv_k_018_094_118_0560_en.wav	On the stage of tomorrow's challenge dream, we will be together with the spring New Year's Concert.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_094_118_0560_en.npy				
22330	wavs/train/iv_k_018_095_042_0192.wav	근데 망부석을 부르셨던 김태곤 교수님이 그때 일기 때 바로 학과장님으로 계셨었어요.	wavs/train/iv_k_018_095_042_0192_en.wav	"Professor Kim Tae-gon, who sang ""Mangbuseok"", was the head of the department during that time."	
	/Users/hayubin/EchoStream/data/units/iv_k_018_095_042_0192_en.npy				
22338	wavs/train/iv_k_018_095_045_0204.wav	합격 됐는데, 저희 바로 학교에서 금잔디 앨범 내 줄 테니까	wavs/train/iv_k_018_095_045_0204_en.wav	I was accepted. And the school said they will release an album for me right away.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_095_045_0204_en.npy				
22373	wavs/train/iv_k_018_095_060_0259.wav	전 그래서 학교 끝나고 저는 항상 서울에 노, 음악, 노래 부를 수 있는 클럽 같은 데를 다 찾아다녔어요.	wavs/train/iv_k_018_095_060_0259_en.wav	So after school, I was always looking for clubs in Seoul where I could sing songs and do music.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_095_060_0259_en.npy				
22384	wavs/train/iv_k_018_095_063_0275.wav	부도나서 그렇게 했던 거는 중학교 삼학년 때부터 좀 그랬었기 때문에	wavs/train/iv_k_018_095_063_0275_en.wav	The reason it happened was because I had been like that since my third year of middle school.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_095_063_0275_en.npy				
22460	wavs/train/iv_k_018_095_091_0400.wav	너무 벅차다 보면은 저렇게 공황장애가 올 수 있고 공황장애는 어떤 내, 너무 많은 스트레스 받을 때	wavs/train/iv_k_018_095_091_0400_en.wav	If you're too overwhelmed, you can have panic disorder like that, and panic disorder is when you're under too much stress.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_095_091_0400_en.npy				
22475	wavs/train/iv_k_018_095_096_0424.wav	아마 이 땅의 모든 딸들이 이 땅의 모든 자녀들이 아버지께 드리는 노래가 아닐까 싶어요. 저희 조심스럽게 음악 준비할게요.	wavs/train/iv_k_018_095_096_0424_en.wav	I think it's a song that every daughter in the land gives to her father. I'll prepare the music carefully.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_095_096_0424_en.npy				
22495	wavs/train/iv_k_018_095_102_0452.wav	제가 아빠가 너무 밉다가 제가 다 성인이 돼서 몇 년 전에 너무 안쓰러운 거예요. 아빠 혹시 갖고 싶은 게 있으면 얘기를 해라	wavs/train/iv_k_018_095_102_0452_en.wav	I hated my dad so much, but after I became an adult, I felt sorry for him a few years ago. Dad, if there's anything you want, tell me	
	/Users/hayubin/EchoStream/data/units/iv_k_018_095_102_0452_en.npy				
22647	wavs/train/iv_k_018_097_024_0204.wav	이집에 이제 널 그리며를 했는데 사실 이 춤은 준비된 게 아니었어요.	wavs/train/iv_k_018_097_024_0204_en.wav	"I danced ""missing you"" but I wasn't really prepared for this dance."	
	/Users/hayubin/EchoStream/data/units/iv_k_018_097_024_0204_en.npy				
22657	wavs/train/iv_k_018_097_026_0223.wav	소중하다기 보다 뭐, 뭐라 그럴까 그냥 특별한 절차, 그, 그렇게 힘든 절차 없이 바로 데뷔해서 빛을 보다 보니까	wavs/train/iv_k_018_097_026_0223_en.wav	It's not precious. How should I say it? There was no special procedure when I debuted and I became famous.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_097_026_0223_en.npy				
22688	wavs/train/iv_k_018_097_031_0277.wav	뭐 좀 저는 불규칙하다 보니까 낮에 좀 자고 있으면 와 가지고 아직도 자고있냐 뭐 그런 얘기를 한다든지.	wavs/train/iv_k_018_097_031_0277_en.wav	Since I'm irregular, if I'm sleeping during the day, they come and ask if I'm still sleeping.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_097_031_0277_en.npy				
22708	wavs/train/iv_k_018_097_034_0310.wav	그게 바로 관객의 함성이 있으면 지칠 줄 모르죠.	wavs/train/iv_k_018_097_034_0310_en.wav	That's when you can't get tired with having the audience.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_097_034_0310_en.npy				
22749	wavs/train/iv_k_018_097_039_0373.wav	그러면 연기자에게 옷을 빌려주는 일 세대시네요.	wavs/train/iv_k_018_097_039_0373_en.wav	Then you're the first generation to lend clothes to actors.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_097_039_0373_en.npy				
22750	wavs/train/iv_k_018_097_039_0374.wav	그런 거는 안 했어요.	wavs/train/iv_k_018_097_039_0374_en.wav	I didn't do that.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_097_039_0374_en.npy				
22767	wavs/train/iv_k_018_097_042_0399.wav	이제 그 당시에 이제 앙드레 김 선생님은 대중적으로도 알려진 디자이너 선생님이셨고	wavs/train/iv_k_018_097_042_0399_en.wav	At that time, Mr. André Kim was a popular designer teacher.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_097_042_0399_en.npy				
22819	wavs/train/iv_k_018_097_051_0481.wav	그래서 이제 망고 나무를 심어주고 보니까	wavs/train/iv_k_018_097_051_0481_en.wav	So, after I planted a mango tree,	
	/Users/hayubin/EchoStream/data/units/iv_k_018_097_051_0481_en.npy				
22853	wavs/train/iv_k_018_098_004_0033.wav	벌써 막 삼십수 년, 삼십 칠 년이 됐다고 하니까 믿기질 않네요.	wavs/train/iv_k_018_098_004_0033_en.wav	It's hard to believe that it's already been thirty some years, thirty-seven years.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_004_0033_en.npy				
22882	wavs/train/iv_k_018_098_009_0080.wav	그 캐릭터를 저한테 좋은 캐릭터를 이렇게 만날 수 있다 라는 게 그러니까 그 정말 연습이 많이 필요한 거죠.	wavs/train/iv_k_018_098_009_0080_en.wav	To be able to meet that character like this, which is a good character for me, so it really requires a lot of practice.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_009_0080_en.npy				
22896	wavs/train/iv_k_018_098_010_0101.wav	어쨌든 삼 분 삼십 초 사 분 삼십 초를 저만 딱 이렇게 잡고 계시잖아요.	wavs/train/iv_k_018_098_010_0101_en.wav	Anyway, they hold it only on me for the three minutes and thirty seconds, four minutes and thirty seconds like this.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_010_0101_en.npy				
22916	wavs/train/iv_k_018_098_013_0132.wav	거의 개그맨 수준으로. 엄청 재잘대.	wavs/train/iv_k_018_098_013_0132_en.wav	Almost like a comedian. Very witty.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_013_0132_en.npy				
22924	wavs/train/iv_k_018_098_015_0144.wav	그다음에 이제 그 트롯 선배님들 그때는 저희가 순위를 같이, 같이 있었어요.	wavs/train/iv_k_018_098_015_0144_en.wav	Then, those trot seniors, back then, we were ranked together, together.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_015_0144_en.npy				
22988	wavs/train/iv_k_018_098_025_0243.wav	그러니까 서로가 그냥 오랫동안 저분이 데뷔, 데뷔를 언제 했으니까 한 몇 살 먹었겠다	wavs/train/iv_k_018_098_025_0243_en.wav	So, everyone has been around for a long time, since they debuted when, so they must have been a few years older.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_025_0243_en.npy				
22994	wavs/train/iv_k_018_098_026_0252.wav	좋은 또 프로그램에서 만나 뵙고 저는 또 주말에 지금 라디오를 진행을 하고 있는데	wavs/train/iv_k_018_098_026_0252_en.wav	Let's meet on a good program again, and I'm in charge of a radio show on the weekends right now.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_026_0252_en.npy				
23023	wavs/train/iv_k_018_098_030_0294.wav	그 쏘리 쏘리 라는 노래가 왜냐면 제가 이름이 솔희다 보니까.	wavs/train/iv_k_018_098_030_0294_en.wav	The song 'Sorry Sorry,' because my name is Solhee.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_030_0294_en.npy				
23046	wavs/train/iv_k_018_098_033_0328.wav	좋아할 것 같아서 많이 줬다고. 다른 또 속내가 있으었셔서.	wavs/train/iv_k_018_098_033_0328_en.wav	That they thought I would like it, so they gave me a lot. Because they had another thing in mind.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_033_0328_en.npy				
23073	wavs/train/iv_k_018_098_040_0367.wav	네 뭐 사실 처음에 시작은 이천 십 년에 이제 유니세프 한국 위원회에서 초청을 해 주셔 가지고	wavs/train/iv_k_018_098_040_0367_en.wav	Yes, actually, in the beginning, it started in 2000, and now the UNICEF Korean committee has invited me.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_040_0367_en.npy				
23085	wavs/train/iv_k_018_098_042_0383.wav	그래서 너무 저도 이게 이거는 조금 뭔가 간증 거리가 되고 그래서 이걸 그 유니세프 말레이시아 그 분들께 보여드렸더니	wavs/train/iv_k_018_098_042_0383_en.wav	So, I too, this is a bit of a testimonial, so I showed this to the UNICEF Malaysians.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_042_0383_en.npy				
23090	wavs/train/iv_k_018_098_043_0390.wav	너무 저는 제 부모님을 제가 선택한 거는 아니지만 너무 훌륭하신 부모님 밑에서 분에 넘치는 감사한 그런 삶과	wavs/train/iv_k_018_098_043_0390_en.wav	So I didn't choose my parents, but under such wonderful parents, I have a life of gratitude.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_098_043_0390_en.npy				
23139	wavs/train/iv_k_018_101_006_0019.wav	박수를 받으면서 등장하니까 기분 좋은데요. 박수 받은 인생이 돼야 되겠다 다짐해 봅니다.	wavs/train/iv_k_018_101_006_0019_en.wav	It feels good to appear with applause. I pledge to live a life for applauses.	
	/Users/hayubin/EchoStream/data/units/iv_k_018_101_006_0019_en.npy				
