id	tgt_text
13980	▁소 위 ▁저 ▁같은 ▁사람 은 ▁우리 ▁전통 을 ▁지켜야 ▁되고 요
14097	▁그렇죠 ▁느껴지는 데 ▁보고 ▁나 니까 ▁그런 ▁생각이 ▁들어요
14115	▁목은 정 으로 ▁태어나서 ▁한국 의 ▁패 션 ▁디자이너 로 ▁태어나서
14117	▁그래서 ▁먹고 ▁사시 나 ▁보다
14146	▁옷 이 ▁더 ▁예 사 롭 지 ▁않 게 ▁보여요 ▁모델 ▁분들 ▁고생 하셨고요 ▁구 경 ▁잘 했습니다
14170	▁다 ▁우리가 ▁이제 ▁원단 을 ▁짜 듯이 ▁해서 ▁한 ▁친환경 ▁소재 인 ▁거죠
14174	▁예 ▁한 지로 ▁만든 ▁신발
14195	▁그게 ▁그냥 ▁블 라우 스가 ▁아니 구나
14293	▁감사함 을 ▁알 게 ▁되니까
14317	▁오늘 ▁그 ▁깊 은 ▁이야기 를 ▁좀 ▁들어 ▁보 도 록 ▁하겠습니다
14320	▁음악 이 ▁아니고 ▁미술 ▁천 재 셨어요
14326	▁그래서 ▁좀 ▁다 들 ▁이제 ▁인재 라고 ▁그랬 죠
14348	▁어 이 구 ▁저희 가 ▁명 화 백 을 ▁몰라 뵀 습니다
14420	▁사실 ▁이게 ▁요 ▁계절 에 ▁딱 ▁어울리 는 ▁노래 인데
14430	▁눈물 이 ▁흐르 네
14441	▁뭔가 ▁현 아 ▁이 ▁생각이 ▁나 는 ▁거예요
14516	▁요즘 ▁시대 가 ▁어느 ▁시대 인데 ▁이렇게 ▁복 고 로 ▁가냐 ▁막 ▁그러 더라고
14527	▁우리 도 ▁아침마당 에 ▁모시 지 ▁않아
14534	▁자기 가 ▁잘 하는 ▁걸 ▁해야 ▁돼
14543	▁그 리고 ▁방송 에서 ▁이제 ▁전화 가 ▁와 서 ▁나 ▁나 와 ▁ 달라고 ▁그러는데
14579	▁그 ▁빼놓 을 ▁수 ▁없는 ▁코 너
14594	▁데뷔 와 ▁동시에 ▁또 ▁그렇게 ▁큰 ▁사랑 을 ▁받았 잖아요 ▁또 ▁모르 는 ▁거예요
14614	▁내 가 ▁ 몇 ▁조금 ▁ 몇 ▁군 데 ▁수 정하고
14634	▁예 ▁ 어서 ▁오 십시오
14644	▁저희 는 ▁또 ▁선생님 ▁반 ▁뵙 게 ▁돼 서 ▁반갑습니다
14784	▁결국 은 ▁여기 까지 ▁오 게 ▁된 ▁거 ▁같습니다
14791	▁이렇게 ▁이겨 ▁내 고 ▁남한 에 ▁오 시 게 ▁된 ▁건데 요
14824	▁예 ▁생각 할 ▁수 ▁있는 ▁기회 를 ▁ 주셨고
14918	▁네 ▁그래서 ▁스 무 ▁살 ▁된 ▁아들 을 ▁내 ▁가슴 에 ▁품 고
14957	▁내 를 ▁건너 서 ▁숲 으로 ▁고개 를 ▁넘어 ▁마을 로
14967	▁지나 고 ▁바람이 ▁일 고
14998	▁노래하는 ▁걸 ▁못 ▁봤어
15035	▁근 데 ▁사람 은 ▁좀 ▁변 해야 ▁되는데
15054	▁흔 쾌 히 ▁받아주 더군 요
15069	▁시청 률 도 ▁엄청나 게 ▁잘 ▁나왔 다고
15083	▁대단했 죠
15110	▁저 ▁그런 ▁거 ▁좋아요
15113	▁중간 중간 에 ▁뭐 ▁연기 도 ▁하고 ▁노래 도 ▁하고 ▁그렇습니다 만
15134	▁아니 ▁국민 학교 ▁오 ▁학년 ▁ 때부터 ▁기 타 를 ▁제 가 ▁독 학 을 ▁했죠
15146	▁공부 를 ▁잘했 나 ▁봐요
15179	▁가 끔 ▁가 다 ▁재 원 ▁씨 ▁비슷 한 ▁사람 도 ▁나오고
15197	▁왜 ▁그러 세요 ▁제 가 ▁대신 ▁사과 ▁드리 겠습니다
15269	▁이 건 ▁기대 하 셔 도 ▁좋습니다
15274	▁진짜 ▁오래 간만 에 ▁그 ▁ 옳 은 ▁말을
15292	▁그 ▁분위기 에서 ▁막 ▁요 란 한 ▁이 벤 트 를 ▁섞 은 ▁프 러 포즈 였으면
15302	▁얼마 ▁전에 도 ▁만났고
15397	▁예 ▁검사 를 ▁하면 은 ▁진단이 ▁나오고
15444	▁사실 ▁일반적 인 ▁수 면제 를 ▁쓰 면은 ▁그렇게 ▁효과 가 ▁뚜렷 하지 ▁않고 요
15517	▁무 조건 ▁식구들 ▁입장에서 ▁화 를 ▁내 거 나 ▁핀 잔 을 ▁줄 ▁일은 ▁아니 다 ▁이런 ▁얘기 죠
15572	▁이걸 ▁통해 서 ▁치매 를 ▁좀 ▁감 별 해 ▁볼 ▁수 ▁있는 ▁거죠 ▁예
15618	▁고민이 ▁필요하다 는 ▁생각 을 ▁하게 ▁됐습니다
15625	▁예 ▁그래서 ▁그런 ▁부분들 에 ▁대해서 ▁준비 를 ▁하나 씩 ▁하고 ▁있고
15662	▁그중에 ▁이제 ▁여러분들 이 ▁요즘 에 ▁사랑해 ▁주시 는 ▁노래 예요
15692	▁뭐 ▁그냥 ▁뭐 ▁정신 ▁없잖아요
15709	▁아 ▁노 랫 말 은 ▁진짜 ▁세계적 이죠 ▁우리 ▁정서 에 ▁너무 ▁잘 ▁맞는
15736	▁아 유 ▁이런
15752	▁저희 가 ▁천구백팔 십 ▁년 ▁자료 ▁화면 입니다 ▁해도 ▁믿 을 ▁것 ▁같아요
15755	▁케이비에스 의 ▁대표 ▁프로 ▁중에 ▁하나 고 ▁아침마당 처럼
15766	▁그러게 ▁말 이에요 ▁임 백 천 ▁씨 의 ▁긴 ▁방송 ▁경 력 에 ▁있어서도
15769	▁우리 ▁인생 의 ▁희 노 애 락 ▁명 장면이 ▁있잖아요
15781	▁그거 ▁모르 세요
15809	▁그래도 ▁노래 ▁잘한다 는 ▁소리 는 ▁좀 ▁듣 고 ▁사셨 던 ▁거죠
15912	▁그렇지 는 ▁않 습니다
15938	▁처음에 는 ▁어떻게 ▁만나 신 ▁건데 요
15940	▁보고 서 는 ▁어 ▁너무 ▁잘한다
15975	▁ 가시기 ▁전에 ▁아 까 ▁자랑하 셨 던 ▁노래 ▁한 ▁곡 ▁더
15990	▁신곡 ▁활동 ▁저희 가 ▁마음 ▁모아 ▁응원 하고 ▁이 ▁노래 ▁끝내 고 ▁바로 ▁보내 드릴게요
16002	▁아침마당 ▁화요 초대 석 ▁함께 하고 ▁계십니다
16030	▁정신건강 의 학과 에서는 ▁대화 로서 ▁환자 ▁상태 를 ▁살 피 는 ▁거잖아요
16039	▁감정 ▁특히 ▁두려움 이라는 ▁감정 을 ▁읽 게 ▁되면
16054	▁그중에 서 도 ▁이 ▁치매 ▁쪽 을 ▁전 공 하고 ▁계셔 서
16071	▁치매 ▁환자들 은 ▁아 예 ▁다른 ▁언어 나 ▁사고 ▁체계 를 ▁갖 고 ▁있구나
16078	▁그 건 ▁다른 ▁견 지고 ▁사실 ▁저렇게 ▁되면 ▁식구들 이 ▁좀 ▁힘들어 지 죠
16089	▁그 ▁부위 가 ▁치매 로 ▁인 해서 ▁영향 을 ▁받 게 ▁되면은
16093	▁그렇죠
16107	▁환경 ▁자체 도 ▁좀 ▁ 은 은 한 ▁조명 이 라든지 ▁좀
16117	▁밤 에 ▁이렇게 ▁뇌 ▁질환 이 ▁있으 신 ▁분들 을 ▁이렇게 ▁활동하시 는 ▁모습 을 ▁통 칭해서
16126	▁이것 ▁때문에 ▁가족 ▁내 ▁큰 ▁갈등 이 ▁벌어 지는 ▁이런 ▁모습들 인데 요
16196	▁친한 ▁친구 가 ▁돌아가셨 는데 도 ▁아무 런 ▁반응이 ▁없어요
16231	▁그러다 ▁보면 ▁개인적으로 ▁우울감 이 ▁더 ▁심 해져서
16276	▁요양 원으로 ▁모 셔야 ▁하는 ▁거 ▁아니야
16311	▁한 ▁사람 의 ▁돌봄 의 ▁손 길이 ▁그만큼 ▁중요하다 는 ▁얘기 고
16323	▁행동 에 ▁있어서 ▁뭔가 ▁미세 한 ▁변화 가 ▁나타났 을 ▁때
16332	▁정신건강 ▁의학 ▁전문 의 ▁장 기준 ▁감사
16419	▁뱃 ▁일은 ▁이제 ▁우리 ▁미 키 ▁주 로 ▁담당 인데
16431	▁나온다 ▁나온다
16437	▁이게 ▁아이고
16474	▁무 조건 ▁앞 장 서 니까 ▁그 리고 ▁너무 ▁열 심 히 ▁하시 니까
16521	▁잘 ▁받아주 세요 ▁우리 ▁선배님 이
16525	▁그러니까 ▁한마디 로 ▁얘기 해서 ▁상 서 로 운 ▁욕 만 ▁빼고
16529	▁헌 수 ▁형 님이 ▁또 ▁넣어 주셨고
16635	▁살펴보겠습니다 ▁국민 ▁일꾼 ▁삼 ▁인 방의
16680	▁어머 들의 ▁마음 을 ▁많이 ▁이해 하게 ▁됐어요 ▁그 리고 ▁이제
16730	▁헌 수 ▁광 수 ▁씨 를 ▁시키 면 ▁어 때 ▁이런 ▁이야기 를 ▁너무 ▁많이 ▁하니까
16736	▁여 섯 ▁시 ▁내 ▁고향 ▁출신들이 에요
16841	▁제 가 ▁이 ▁말을 ▁안 ▁할 ▁수 가 ▁없어
16895	▁사실 ▁우리 ▁진 성 ▁선생님 ▁어린 ▁시절에 ▁고생 ▁많이 ▁한 ▁건 ▁다 들 ▁아시 잖아요
16946	▁저 ▁오늘 ▁김학래 ▁선생님이 ▁심 기 가 ▁좀 ▁불편하 신 ▁모양이에요
16955	▁잘했다 ▁축하 한다 ▁모두 가 ▁기뻐 하는 ▁소리
17017	▁보니까 ▁허리 도 ▁불편 하시고
17030	▁왜냐 하면 ▁마을 회관 에 ▁일 ▁년 ▁예산 이 ▁있는데
17062	▁네 ▁내일 ▁저녁 ▁일 곱 ▁시 ▁사십 ▁분
17075	▁백화점 ▁상품 권 을 ▁ 드립니다
17093	▁ 히 얼 ▁ 뎀 ▁ 링
17147	▁우 린 ▁그냥 ▁옆 에서 ▁그냥 ▁살 짝 ▁살 짝 ▁내 ▁제 가 ▁잘해 ▁봐요
17149	▁제 ▁삶 이 ▁그래서 ▁그런 지 ▁글쎄 ▁저는 ▁메이 저 ▁ 보다는 ▁이렇게
17150	▁마이너 ▁ 보다는 ▁메이 저 ▁노래가 ▁좋고 ▁슬 픈 ▁노래 ▁ 보다는 ▁밝 고 ▁경 쾌 한 ▁노래가 ▁불르 기도 ▁좋아요
17168	▁그때 만 ▁해도 ▁그 ▁자 전 거 ▁자체가 ▁형 이 ▁그때 ▁그거 ▁가지고 ▁들어 올 ▁때 만 ▁해도 ▁이 ▁집 의 ▁시골 에서는 ▁자 전 거 ▁있으면 ▁부 잣 집 ▁이야 ▁예
17179	▁고 산 병 ▁시작 ▁될 ▁수도 ▁있고
17312	▁억 만 번 ▁더 ▁들어 ▁기분 좋은 ▁말 ▁사랑해
17370	▁삼 천 ▁원 ▁가지고 ▁어떻게 ▁지금 ▁물가 가 ▁너무 ▁올라 ▁가지고
17402	▁젊은 ▁친구들 ▁얘기 를 ▁들어 보면 ▁대학 생 들 도 ▁하루 에 ▁한 ▁끼 를 ▁제 대로 ▁못 ▁먹 는 ▁친구들이 ▁ 꽤 ▁많다 고 ▁ 하더라고요
17452	▁그래서 ▁어떻게 ▁다른 ▁분 의 ▁식사 비 를 ▁내 주시 는 ▁분이 ▁계시 느냐 ▁이렇게 ▁말 하는 ▁청년 도 ▁있었고
17457	▁기 껏 해야 ▁ 몇 ▁천 원 ▁정도 잖아요
17501	▁저희 거 ▁아주 ▁통 째로 ▁가져 가 세요 ▁아니 ▁아니 ▁자 꾸 ▁제 가 ▁부끄 러워 지고 ▁그래서 ▁그래요
17542	▁오늘 은 ▁마지막 ▁주인 임 ▁만큼
17559	▁저는 ▁죄송 합니다 ▁네 ▁백 점 ▁만점
17575	▁저 ▁같은 ▁경우에는 ▁올해 ▁저희 ▁십 ▁이 월 만 ▁콘서트 ▁두 개 ▁가
17605	▁먼저 ▁김연 자 ▁선배님 ▁어떤 ▁일이 ▁있었 을까요
17651	▁또 ▁두 ▁분이 ▁이렇게 ▁지금 ▁잘 ▁드셔 서 ▁이렇게 ▁행복하 게 ▁하는 ▁모습 을 ▁보니까
17719	▁다시 ▁용기 를 ▁북 ▁ 돋 아 주셨고 ▁때 로 는 ▁도와주 신 ▁분들이 ▁생겨서
17742	▁거울 아 ▁ 어서 ▁말을 해 ▁내 가 ▁ 젤 ▁예쁘 다고
17820	▁그래서 ▁저는 ▁왜 ▁일본 에서 ▁안 ▁하시고 ▁한국 에서 ▁하시지 ▁했 더니
17835	▁제 가 ▁정말 ▁오랜 만 에 ▁우리나라 ▁와 ▁가지고
17967	▁저는 ▁제 가 ▁앨범 을 ▁냈 어요 ▁집에서
17969	▁앨범 ▁하나 를 ▁ 낼 ▁때 마 다 ▁땅 ▁팔 고 ▁그렇게 ▁된 ▁거예요
18023	▁네
18053	▁뭐 ▁일본이 라면 ▁어떤 ▁것도 ▁모르 고 ▁처음에 ▁갔 기 ▁때문에 ▁실패 했다
18087	▁제 ▁노래 를 ▁사람들이 ▁지나가 면서 ▁제 ▁노래 를 ▁듣 게 ▁되잖아요
18092	▁그러니까 ▁ 기도 를 ▁협 박 적으로 ▁한 ▁게 ▁맥 혔어
18102	▁맞아 요 ▁처음 으로 ▁이 디 엠 을 ▁해서
18111	▁대신 에 ▁안 ▁되면 ▁저 ▁주세요 ▁제 가 ▁꼭 ▁할 게요
18144	▁온 ▁국민 의 ▁염 원이 기도 ▁합니다
18151	▁힘 내 시고 ▁파 이팅 ▁하시 기 ▁바라 겠습니다
18168	▁모 이자 ▁모 이자 ▁아침 의 ▁나라 에서
18178	▁긴 ▁터 널 을 ▁지나 면서 ▁마음 이 ▁힘든 ▁건 ▁사실 입니다
18213	▁어떻게 ▁쓰 셨어요 ▁그거를
18215	▁그렇다 고 ▁머리 를 ▁그렇게 ▁돌리 시면 ▁어 떡 해요
18258	▁그게 ▁바로 ▁희 망이 겠네 요
18343	▁차라리 ▁미 리 ▁차라리
18387	▁근 데 ▁이걸 ▁ 덮 어놓 고
18502	▁거기 서 ▁그 ▁큰 ▁나무 가 ▁나오는 ▁거예요
18532	▁대 가족 ▁만들기 를 ▁또 ▁저 에게 ▁그 ▁비법 을 ▁공개해 ▁주 셨습니다
18555	▁분 담한 다고 ▁해서 ▁육 ▁개월 은 ▁이 ▁집에 ▁또 ▁육 ▁개월
18575	▁행복하 게 ▁살 ▁수 ▁있는 ▁방법 ▁모여 살아 도 ▁따로
18600	▁안 ▁해주 는 ▁것을 ▁어렵 게 ▁생각하지 ▁말고
18621	▁아니면 ▁ 쟤 가 ▁딸이 ▁맞아 ▁이러는 ▁거예요
18629	▁지금 ▁원 고 를 ▁책 을 ▁두 ▁권 을 ▁썼 어요
18652	▁또 ▁세계 우 표 전시회 에 ▁출 품 할 ▁작품 도 ▁잘 ▁나오 기 를 ▁저희 가 ▁마음 ▁모아 ▁응원 하겠습니다
18702	▁그럼 ▁원 래 ▁운동 도 ▁잘 하고 ▁운동 에 ▁기본적 인 ▁관심 이 ▁많으셨 군요
18771	▁일 찌 감 치 ▁시작 된 ▁사회 생활 ▁헤 어 ▁디자이너 로 ▁자리 를 ▁잡 았습니다
18880	▁아 까 ▁그 ▁이 근 우 ▁박사 님 ▁말씀 하고 ▁상 통 하는 ▁게 ▁있는 ▁게
18943	▁이천 팔 년 ▁일 월 ▁십 일 일 ▁날 ▁우 지마라 가 ▁나왔 는데
18963	▁뒤 에 ▁나왔 던 ▁거 의 ▁모 든 ▁곡 들이 ▁사실 ▁제 가 ▁노래 도 ▁진짜 ▁많이 ▁냈는데
18974	▁그래서 ▁이렇게 ▁어떻게 ▁이렇게 ▁시기 적절 하게 ▁김양 을 ▁또 ▁불러 주 셨는지
19002	▁근 데 ▁많이 들 ▁알 고 ▁계시 겠지만 ▁엄 정 화 ▁선배님 도 ▁ m 본 부 ▁합 창 단 ▁출신이 세요
19345	▁사 복이 ▁안 ▁맞아 서 ▁큰 일 ▁났 네
19356	▁그러 길래 ▁고 삼 들이 ▁이제 ▁긴장 이 ▁되니까 ▁지 정
19429	▁저 ▁뭔지 ▁알 ▁것 ▁같아요
19438	▁그래서 ▁꾸준 히 ▁연극 도 ▁ 틈 나는 ▁대로 ▁했고 ▁ 뮤 지 컬 도 ▁계속 했었고
19443	▁이천 구 ▁년이 니까 ▁십 삼 ▁년 ▁정도 ▁되는 ▁노 랜 데
19445	▁중간 에 ▁가 물 가 물 하지만 ▁ 멈 출 ▁수 ▁없어 ▁라고
19447	▁네 ▁저 도 ▁지금 ▁선배님 ▁앞이 라 ▁하 라면 ▁다 ▁하는 ▁걸로
19474	▁제 가 ▁힘 이 ▁없어서 ▁그러나 요
19479	▁일 부러 ▁좀 ▁하게
19501	▁안녕 히 ▁가 십시오 ▁쭉 ▁인사 하시는 ▁그 ▁줄 에서 ▁내리 면서 ▁선 글 라스 ▁너 머 로 ▁명 찰 을 ▁ 봤어요
19524	▁그녀 ▁집 ▁앞에 ▁태 워서 ▁공 항 ▁잘 ▁다녀 와
19534	▁그렇게 ▁해서 ▁결혼 했습니다
19602	▁그 ▁아빠 ▁역할 이 ▁조금 ▁자리 ▁잡 힐 ▁때 쯤 에 ▁저 도 ▁다시 ▁코미디 로 ▁돌아가 고 ▁싶어요
19721	▁아니 ▁아니 ▁아니 ▁아니 ▁아니 ▁아니야
19745	▁학생 ▁잡지 ▁지금 은 ▁없어 졌 겠지만 ▁주니 어 라는 ▁잡지 도 ▁있었고 요
19783	▁과 연 ▁그렇다 면 ▁지금 ▁ 힌 트 를 ▁주시 기는 ▁했지만
19915	▁명 분이 ▁지금 ▁네
20000	▁그럴 ▁줄 ▁알았 는데 ▁이때 도 ▁또 ▁머 뭇 거 렸 죠
20041	▁다 이 아 몬 드 가 ▁빛 을 ▁내 는 ▁거 ▁잖아요 ▁이제 서 야
20050	▁그 리고 ▁이 ▁전에 ▁미스트롯 이 ▁너무 ▁잘 ▁되다 ▁보니까
20149	▁오늘 도 ▁이 ▁자리 에서 ▁아버지 를 ▁추 모 하는 ▁마음으로 ▁또 ▁애 도 하는 ▁마음으로
20230	▁너무 ▁좋으 세요 ▁지금
20241	▁이렇게 ▁코미디 ▁할 ▁줄 ▁알았 으면 ▁더 ▁재미있게 ▁다닐 걸 ▁그랬 어요
20267	▁만 으로 ▁이 ▁년 ▁차에 ▁이렇게 ▁대상 을 ▁노 린다 는 ▁것 ▁자체가
20295	▁그래도 ▁너 를 ▁처음 ▁예능 ▁발굴 한 ▁게 ▁이런 ▁느낌
20306	▁이게 ▁될까요 ▁이게 ▁좀 ▁부끄 럽 지만
20350	▁접 팔 게 ▁어 ▁손님 ▁어디 ▁갔어
20356	▁그 ▁소리 의 ▁울림 이
20364	▁안 ▁했던 ▁것 ▁같은데요
20433	▁그게 ▁약 간 ▁다르 게 ▁비 춰 서 ▁그녀 는 ▁거 절 로 ▁안 ▁거예요
20458	▁애 가 ▁정말 ▁그렇게 ▁말하 나요 ▁목소리 가 ▁주현 ▁선생님 ▁같 으세요
20506	▁그러니까 ▁다 ▁잘 ▁될 ▁것 ▁같아
20510	▁앞서 ▁숙 이 ▁누 나 ▁숙 이 ▁누 나 ▁하셨 지만
20535	▁개인적으로 는 ▁싹 ▁부탁 을 ▁드렸는데 ▁연락 처 를 ▁어떻게 ▁알아 서
20613	▁불편 한 ▁질문 이
20632	▁그렇게 ▁먹으면 ▁안 ▁돼요 ▁그런데
20636	▁아닙니다
20652	▁지금 보다 ▁더 ▁해야 ▁돼 ▁더
20676	▁얼마 ▁전에 ▁한 ▁다큐 ▁영화 가 ▁개 봉 을 ▁했는데
20756	▁그 ▁아침 ▁여덟 ▁시 에 ▁공장 에 ▁들어가서
20763	▁이 ▁나이 에 ▁그런 ▁일 을 ▁하셨 어야 ▁했으면
20768	▁그 ▁말을 ▁믿 고 ▁평화 시장에 ▁들어가 게 ▁됐어요
20788	▁남아 선 호 ▁먼저 야 ▁남자 ▁먼저
20832	▁그러니까 ▁미 경 이 는 ▁용기 ▁있어서
20904	▁옹 정 역이 ▁제 가 ▁남 원이 거든요
20934	▁배 움 에 ▁대한 ▁열 망이 ▁간절 하셨 겠네 요
20961	▁직 접 ▁경험 하신 ▁분들 은 ▁얼마 나 ▁답 답 하실 까 ▁싶 기도 ▁해요
21020	▁이 ▁시대 의 ▁모 든 ▁어머니들 ▁또 ▁이 ▁시대 의 ▁모 든 ▁누님 들
21023	▁도전 ▁꿈 의 ▁무대 는 ▁삼 ▁승 에 ▁도전 하는
21070	▁원 래 ▁겨울 에는 ▁잘 ▁안 ▁들어가 셨는데 ▁이제 는 ▁많은 ▁분들이
21115	▁희 극 인 으로 ▁따지 면 ▁두 ▁분 ▁선 후배 ▁관계 는 ▁어떻게 ▁되 세요
21127	▁케이비에스 ▁젊 음 의 ▁행진 이라는 ▁프로 에서 ▁젊 음 의 ▁행진 에 ▁이제 ▁딱 ▁나가 게 ▁된 ▁거예요
21211	▁안 ▁가는 ▁거예요 ▁아무 리 ▁저 어도 ▁막 ▁안 ▁가는 ▁거야 ▁그래서 ▁ 도 저 히 ▁어떻게 ▁해요
21273	▁디자이너 ▁김 리 을 ▁씨 ▁박수 로 ▁모시 겠습니다
21289	▁그 리고 ▁옷 고 름 ▁동 정 ▁뭐 ▁이런 ▁게 ▁있어야 ▁한복 ▁아니에요
21332	▁김 리 을 ▁씨 는 ▁본인 ▁주장 은 ▁한복 ▁디자이너 가 ▁아니에요
21338	▁어떤 ▁질문 인지 ▁하나 ▁ 씩 ▁살펴보겠습니다 ▁첫 ▁번째 ▁질문입니다
21374	▁아 까 ▁소개해 주 실 ▁때 ▁문화 기획 자 라고 ▁소개해 ▁주 셨었는데
21379	▁근 데 ▁그럼 ▁ 리 을 이 ▁본 명 이에요
21442	▁네 ▁오늘 도 ▁아침마당 ▁생 방송 으로 ▁진행하 는 ▁동안 ▁티 벗 의 ▁댓글 창 ▁열 어놓 겠습니다
21495	▁그 리고 ▁애들 입 과 ▁그 걸 ▁볼 ▁때 ▁정말 ▁우리 ▁코 메디 언 ▁개그맨 들이 ▁굉장 히 ▁훌륭 한 ▁거예요
21579	▁제 가 ▁한 ▁오 ▁년 ▁전에 ▁그 ▁분 을 ▁찾아 서 ▁너무 ▁감사하다 고 ▁식사 ▁대 접 을 ▁했는데 ▁얼마 ▁전에 ▁돌아가셨 어요
21656	▁앞으로 ▁더 ▁활기 찬 ▁모습 ▁많이 ▁보여 ▁주시고 요 ▁저희 는 ▁사랑 의 ▁꽈 배기 ▁열 심 히 ▁볼 게요
21743	▁그래서 ▁이제 ▁ 스스 로 ▁뭔가 ▁생각 의 ▁결 론 ▁속 에서 ▁성격 을 ▁바꿔 야 ▁되겠다
21789	▁좀 ▁약 간 ▁저희 ▁한국 도 ▁이렇게 ▁건강 ▁같은 ▁걸 ▁많이 ▁따 ▁따지 니까 ▁저 염 ▁약 간 ▁덜 ▁간 이 ▁세 고 ▁이런 ▁것들 이 ▁좀 ▁제일 ▁좋은 ▁거지 ▁않나 ▁생각 해요
21805	▁우리가 ▁그런 ▁메뉴 들은 ▁한국 의 ▁중요 리 들은 ▁사실 ▁건강 ▁음식 들이 ▁되 게 ▁많습니다
21835	▁오늘 도 ▁도움 주 신 ▁분들 ▁깊 은 ▁감사 ▁ 드립니다
21837	▁천구백팔 ▁년에 ▁참 정 권 ▁또 ▁근로 ▁여건 ▁개선 을 ▁요구 했던 ▁미국 ▁여성 ▁노동자들 의 ▁시 위 를 ▁기 리는 ▁의미 에서 ▁사십 오 ▁년 ▁전에 ▁유 엔 이 ▁제 정 한 ▁날 인데 요
21870	▁사실 ▁저희 가 ▁처음에 ▁유럽 에서 ▁도시락 을 ▁파 는 ▁분 이라고 ▁소개 를 ▁해 ▁드렸는데 ▁아니 ▁도시락 ▁팔아 서 ▁어떻게 ▁이렇게 ▁부자 가 ▁돼
21894	▁그래서 ▁저는 ▁이제 ▁서울 로 ▁가 자 ▁그렇게 ▁결 단하고
21982	▁제 가 ▁한 ▁삼십 ▁오 ▁년 ▁정도 ▁됐 거든요 ▁외국에 서 ▁그래서 ▁살 게 ▁된 ▁게 ▁그랬는데 ▁언어 가 ▁어 ▁어 ▁너 ▁지금 도 ▁어눌 하지만 ▁그때 ▁또 ▁더 ▁어눌 한 ▁거예요
21986	▁아이고 야 ▁친구 와 의 ▁동 업 ▁실패 로 ▁십 억 ▁빚 더 미에 ▁올라 앉 게 ▁됩니다
22004	▁제 가 ▁정말 ▁이 ▁이걸 로 ▁성공 을 ▁해봐 야 ▁되겠다 ▁ 라는 ▁마음 이 ▁있어서 ▁진짜 ▁열 심 히 ▁했지만 ▁잘 ▁안 ▁되 길래
22034	▁네 ▁그래서 ▁내 가 ▁그날 ▁아 ▁이렇게 ▁죽으 면 ▁안 ▁되겠다
22041	▁세 ▁번째 ▁원 칙 은 ▁내 가 ▁좀 ▁잘 ▁하는 ▁거
22139	▁지금 부터 ▁이십 ▁이천 이십 ▁칠 ▁년 까지 ▁얼마 를 ▁벌 ▁거야 ▁라고 ▁구 체적 인 ▁기간 을 ▁설정 ▁ 하셔야 ▁돼요
22181	▁그러니까 ▁여러분 이 ▁오늘 ▁자동차 ▁한 ▁대 ▁살 ▁거 ▁한 ▁대 ▁스포츠 카를 ▁딱 ▁샀 어 ▁내 가 ▁종 잣 돈 을 ▁써 ▁버 린 ▁거죠
22194	▁아니 ▁자 꾸 ▁찌 질 하다 ▁찌 질 하다 ▁이런 ▁표현 을 ▁쓰 셨는데 ▁아마 ▁과거 ▁인생 과 ▁비 유 해서 ▁말씀하시는 ▁거 ▁같애요
22198	▁네 ▁내일 ▁도전 ▁꿈 의 ▁무대 에서는 ▁봄 맞이 ▁신 춘 음악 회 로 ▁함께 하겠습니다
22330	▁근 데 ▁망 부 석 을 ▁부르 셨 던 ▁김 태 곤 ▁교수님 이 ▁그때 ▁일기 ▁때 ▁바로 ▁학과 장님 으로 ▁계셨었 어요
22338	▁합 격 ▁됐는데 ▁저희 ▁바로 ▁학교에서 ▁금 잔디 ▁앨범 ▁내 ▁줄 ▁테니까
22373	▁전 ▁그래서 ▁학교 ▁끝나 고 ▁저는 ▁항상 ▁서울 에 ▁노 ▁음악 ▁노래 ▁부를 ▁수 ▁있는 ▁클 럽 ▁같은 ▁데 를 ▁다 ▁찾아 다녔어요
22384	▁부도 나서 ▁그렇게 ▁했던 ▁거 는 ▁중 학교 ▁삼 학년 ▁ 때부터 ▁좀 ▁그랬었 기 ▁때문에
22460	▁너무 ▁벅차다 ▁보면은 ▁저렇게 ▁공황장애 가 ▁올 ▁수 ▁있고 ▁공황장애 는 ▁어떤 ▁내 ▁너무 ▁많은 ▁스트레스 ▁받 을 ▁때
22475	▁아마 ▁이 ▁땅 의 ▁모 든 ▁딸 들이 ▁이 ▁땅 의 ▁모 든 ▁자 녀 들이 ▁아버지께 ▁드리는 ▁노래가 ▁아닐 까 ▁싶어요 ▁저희 ▁조심 스럽 게 ▁음악 ▁준비할 게요
22495	▁제 가 ▁아빠 가 ▁너무 ▁ 밉 다가 ▁제 가 ▁다 ▁성인 이 ▁돼 서 ▁ 몇 ▁년 ▁전에 ▁너무 ▁안 쓰러 운 ▁거예요 ▁아빠 ▁혹시 ▁갖 고 ▁싶은 ▁게 ▁있으면 ▁얘기 를 ▁해 라
22647	▁이 집에 ▁이제 ▁널 ▁그리며 를 ▁했는데 ▁사실 ▁이 ▁춤 은 ▁준비 된 ▁게 ▁아니 었어요
22657	▁소중 하다 기 ▁보다 ▁뭐 ▁뭐라 ▁그럴까 ▁그냥 ▁특별 한 ▁절차 ▁그 ▁그렇게 ▁힘든 ▁절차 ▁없이 ▁바로 ▁데뷔 해서 ▁빛 을 ▁보다 ▁보니까
